year,state,city,population,violent_crime,murder_and_non_negligent_man_slaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,crime_index_total,modified_crime_index_total
2002,MISSOURI,Lake Winnebago,915,,0,0,0,0,,0,5,0,0,5,5
2002,MISSOURI,Lamar,4486,,0,4,1,23,,40,160,0,2,228,230
2002,MISSOURI,Lanagan,417,,0,0,0,0,,0,1,0,0,1,1
2002,MISSOURI,La Plata,1506,,0,0,0,3,,6,3,1,0,13,13
2002,MISSOURI,Lathrop,2121,,0,0,0,1,,17,41,4,0,63,63
2002,MISSOURI,Laurie,672,,0,0,0,1,,9,48,1,0,59,59
2002,MISSOURI,Lawson,2369,,0,0,0,16,,13,34,1,0,64,64
2002,MISSOURI,Leadington,209,,0,0,0,3,,4,7,0,0,14,14
2002,MISSOURI,Leadwood,1176,,0,1,0,11,,0,6,7,0,25,25
2002,MISSOURI,Leeton,628,,0,0,0,6,,7,5,1,1,19,20
2002,MISSOURI,Lexington,4515,,0,2,4,8,,39,153,8,0,214,214
2002,MISSOURI,Liberal,790,,0,0,0,3,,1,0,0,0,4,4
2002,MISSOURI,Licking,1491,,1,2,1,4,,20,45,2,0,75,75
2002,MISSOURI,Lincoln,1040,,0,0,0,0,,3,14,1,0,18,18
2002,MISSOURI,Linn,1373,,0,0,0,1,,2,31,7,0,41,41
2002,MISSOURI,Linn Creek,284,,0,0,0,0,,2,2,0,0,4,4
2002,MISSOURI,Lockwood,1002,,1,0,1,1,,3,8,2,0,16,16
2002,MISSOURI,Lone Jack,535,,0,0,0,0,,8,15,0,0,23,23
2002,MISSOURI,Louisiana,3916,,0,1,0,21,,19,64,5,0,110,110
2002,MISSOURI,Macon,5615,,0,0,3,32,,46,104,3,0,188,188
2002,MISSOURI,Malden,4848,,0,0,4,9,,53,78,2,4,146,150
2002,MISSOURI,Mansfield,1368,,0,0,2,6,,7,23,0,1,38,39
2002,MISSOURI,Maplewood,9355,,1,3,17,34,,60,357,43,4,515,519
2002,MISSOURI,Marble Hill,1522,,0,0,0,2,,6,21,1,0,30,30
2002,MISSOURI,Marceline,2593,,0,0,1,15,,5,17,1,0,39,39
2002,MISSOURI,Marshfield,5799,,0,0,0,15,,31,96,7,0,149,149
2002,MISSOURI,Marston,619,,0,0,0,3,,0,1,0,0,4,4
2002,MISSOURI,Marthasville,848,,0,0,0,1,,1,0,0,0,2,2
2002,MISSOURI,Mayview,298,,0,0,0,2,,1,4,0,0,7,7
2002,MISSOURI,Memphis,2090,,0,0,0,2,,5,13,0,1,20,21
2002,MISSOURI,Merriam Woods,1158,,0,0,0,1,,1,0,0,0,2,2
2002,MISSOURI,Milan,1985,,0,0,0,12,,8,17,0,3,37,40
2002,MISSOURI,Miner,1071,,0,1,2,6,,3,70,9,0,91,91
2002,MISSOURI,Mokane,190,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Moline Acres,2699,,2,2,0,7,,12,45,18,0,86,86
2002,MISSOURI,Monett,7499,,0,2,5,6,,94,210,23,2,340,342
2002,MISSOURI,Monroe City,2623,,0,1,0,2,,7,67,1,0,78,78
2002,MISSOURI,Montgomery City,2475,,0,0,0,14,,7,41,7,0,69,69
2002,MISSOURI,Montrose,423,,0,0,0,0,,5,7,0,0,12,12
2002,MISSOURI,Morehouse,1029,,0,0,0,3,,3,6,0,0,12,12
2002,MISSOURI,Mosby,246,,0,0,0,2,,1,2,0,0,5,5
2002,MISSOURI,Mound City,1210,,0,0,0,3,,2,12,0,0,17,17
2002,MISSOURI,Mountain Grove,4637,,0,0,2,3,,25,78,10,0,118,118
2002,MISSOURI,Mountain View,2463,,0,1,0,29,,29,56,4,1,119,120
2002,MISSOURI,Mount Vernon,4072,,0,0,0,2,,11,80,3,0,96,96
2002,MISSOURI,Napoleon,211,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Nevada,8726,,0,3,4,19,,83,433,20,1,562,563
2002,MISSOURI,New Florence,775,,0,0,0,11,,6,49,1,1,67,68
2002,MISSOURI,New Franklin,1161,,0,0,0,1,,0,0,0,0,1,1
2002,MISSOURI,New Haven,1893,,0,0,0,0,,12,25,1,0,38,38
2002,MISSOURI,New London,1015,,0,0,0,6,,0,11,0,1,17,18
2002,MISSOURI,New Madrid,3380,,0,0,0,1,,10,1,1,0,13,13
2002,MISSOURI,New Melle,126,,0,0,0,0,,2,5,0,0,7,7
2002,MISSOURI,Noel,1500,,0,0,0,3,,10,64,6,0,83,83
2002,MISSOURI,Norborne,816,,0,0,0,0,,7,3,2,0,12,12
2002,MISSOURI,Normandy,5224,,0,3,9,28,,52,185,53,3,330,333
2002,MISSOURI,North Kansas City,4779,,0,1,17,31,,64,381,67,0,561,561
2002,MISSOURI,Northmoor,405,,0,0,0,0,,3,17,2,0,22,22
2002,MISSOURI,Northwoods,4707,,1,1,5,31,,6,41,18,4,103,107
2002,MISSOURI,Norwood,559,,0,0,0,0,,4,10,2,0,16,16
2002,MISSOURI,Oak Grove,5612,,0,1,2,9,,30,221,14,3,277,280
2002,MISSOURI,Oakland,1562,,0,0,1,1,,0,28,2,0,32,32
2002,MISSOURI,Oakview,391,,0,0,0,4,,1,10,0,0,15,15
2002,MISSOURI,Odessa,4884,,1,1,1,5,,27,133,5,2,173,175
2002,MISSOURI,Olivette,7541,,1,2,5,44,,20,114,15,1,201,202
2002,MISSOURI,Oran,1282,,0,0,0,0,,0,2,0,0,2,2
2002,MISSOURI,Orrick,902,,0,0,0,0,,5,5,0,2,10,12
2002,MISSOURI,Osage Beach2,3713,,0,1,1,,,42,291,14,1,,
2002,MISSOURI,Owensville,2535,,0,0,0,8,,16,61,3,1,88,89
2002,MISSOURI,Ozark,9799,,0,0,3,24,,87,263,25,6,402,408
2002,MISSOURI,Pacific,5558,,0,4,4,44,,25,121,16,0,214,214
2002,MISSOURI,Pagedale2,3666,,0,3,12,,,38,192,54,1,,
2002,MISSOURI,Palmyra,3515,,0,1,0,0,,9,57,5,0,72,72
2002,MISSOURI,Park Hills,7970,,0,0,0,2,,12,107,5,1,126,127
2002,MISSOURI,Parkville,4116,,0,0,0,8,,22,83,7,2,120,122
2002,MISSOURI,Parma,863,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Pasadena Park,496,,0,0,0,0,,8,13,3,0,24,24
2002,MISSOURI,Peculiar,2640,,0,0,0,3,,16,96,6,1,121,122
2002,MISSOURI,Perry,675,,0,0,0,0,,0,8,0,0,8,8
2002,MISSOURI,Perryville,7773,,0,0,2,69,,48,203,13,0,335,335
2002,MISSOURI,Pevely,3820,,0,1,0,20,,7,40,9,0,77,77
2002,MISSOURI,Piedmont,2020,,0,1,0,20,,8,35,0,0,64,64
2002,MISSOURI,Pierce City,1404,,0,0,1,7,,9,23,2,1,42,43
2002,MISSOURI,Pilot Grove,733,,0,0,0,2,,2,17,3,0,24,24
2002,MISSOURI,Pilot Knob,706,,0,0,0,0,,1,5,0,0,6,6
2002,MISSOURI,Pineville,779,,0,1,0,3,,1,6,1,0,12,12
2002,MISSOURI,Platte City,3919,,0,0,0,9,,17,108,6,0,140,140
2002,MISSOURI,Platte Woods,481,,0,0,2,0,,6,8,3,0,19,19
2002,MISSOURI,Plattsburg,2387,,0,1,1,6,,20,28,4,0,60,60
2002,MISSOURI,Pleasant Hill,5659,,0,2,1,2,,24,139,2,0,170,170
2002,MISSOURI,Pleasant Hope,555,,0,0,0,0,,1,0,1,0,2,2
2002,MISSOURI,Pleasant Valley,3367,,0,0,2,12,,7,59,6,1,86,87
2002,MISSOURI,Portageville,3341,,0,0,5,24,,15,29,3,0,76,76
2002,MISSOURI,Potosi,2699,,0,2,0,53,,12,102,7,2,176,178
2002,MISSOURI,Puxico,1161,,0,0,0,0,,0,0,1,0,1,1
2002,MISSOURI,Randolph,47,,0,0,0,1,,4,10,1,0,16,16
2002,MISSOURI,Reeds Spring,471,,0,0,0,10,,7,25,2,0,44,44
2002,MISSOURI,Republic,8554,,0,1,1,36,,51,248,12,1,349,350
2002,MISSOURI,Revere,123,,0,0,0,0,,0,47,1,0,48,48
2002,MISSOURI,Rich Hill,1481,,0,0,0,14,,13,26,9,2,62,64
2002,MISSOURI,Richland,1830,,0,0,0,27,,5,36,4,0,72,72
2002,MISSOURI,Richmond,6201,,0,1,1,24,,44,214,7,2,291,293
2002,MISSOURI,Richmond Heights,9735,,0,1,11,10,,34,665,67,0,788,788
2002,MISSOURI,Risco,397,,0,0,0,0,,1,0,0,0,1,1
2002,MISSOURI,Riverside,3020,,0,1,2,25,,26,201,41,0,296,296
2002,MISSOURI,Rockaway Beach,585,,0,0,0,1,,5,1,0,1,7,8
2002,MISSOURI,Rock Hill,4831,,0,0,3,0,,9,64,6,0,82,82
2002,MISSOURI,Rock Port,1414,,0,0,0,0,,0,12,0,0,12,12
2002,MISSOURI,Rogersville,1529,,0,0,0,5,,9,28,1,0,43,43
2002,MISSOURI,Salem,4922,,0,0,1,42,,33,237,6,2,319,321
2002,MISSOURI,Salisbury,1750,,0,0,0,16,,19,64,4,0,103,103
2002,MISSOURI,Sarcoxie,1373,,0,0,1,12,,5,9,3,0,30,30
2002,MISSOURI,Savannah,4828,,0,0,0,5,,7,40,3,2,55,57
2002,MISSOURI,Scott City,4655,,2,0,1,20,,5,11,11,0,50,50
2002,MISSOURI,Senath,1672,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Seneca,2164,,0,0,0,18,,11,47,5,0,81,81
2002,MISSOURI,Seymour,1860,,0,0,0,32,,3,16,1,0,52,52
2002,MISSOURI,Shelbina,1970,,0,0,0,2,,2,5,0,0,9,9
2002,MISSOURI,Shrewsbury,6736,,0,0,3,9,,12,115,10,0,149,149
2002,MISSOURI,Silex,209,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Slater,2112,,0,0,0,4,,3,69,2,1,78,79
2002,MISSOURI,Smithton,517,,0,0,0,0,,1,8,0,0,9,9
2002,MISSOURI,Smithville,5590,,0,0,0,6,,15,54,8,0,83,83
2002,MISSOURI,Sparta,1160,,0,0,0,1,,2,1,0,0,4,4
2002,MISSOURI,Stanberry,1260,,0,0,0,2,,0,0,1,0,3,3
2002,MISSOURI,St. Clair,4451,,0,2,0,33,,41,216,12,2,304,306
2002,MISSOURI,Steelville,1449,,0,0,0,8,,8,8,3,0,27,27
2002,MISSOURI,Ste. Genevieve,4538,,0,0,0,4,,9,62,1,0,76,76
2002,MISSOURI,St. George,1306,,0,0,0,0,,0,16,1,,17,
2002,MISSOURI,St. James,3755,,0,0,1,10,,25,75,4,0,115,115
2002,MISSOURI,St. John,6966,,0,2,7,23,,69,194,27,0,322,322
2002,MISSOURI,St. Marys,382,,0,0,0,1,,1,1,0,0,3,3
2002,MISSOURI,Stover,981,,0,0,0,1,,0,14,0,0,15,15
2002,MISSOURI,Strafford,1871,,0,0,1,6,,17,108,4,0,136,136
2002,MISSOURI,St. Robert,2798,,0,2,3,24,,27,194,5,0,255,255
2002,MISSOURI,Sturgeon,957,,0,0,0,0,,1,5,0,0,6,6
2002,MISSOURI,Sugar Creek,3892,,0,0,20,16,,41,179,17,1,273,274
2002,MISSOURI,Sullivan,6439,,0,1,0,15,,49,161,20,0,246,246
2002,MISSOURI,Summersville,551,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Sunset Hills,8381,,0,0,5,11,,51,259,23,2,349,351
2002,MISSOURI,Sweet Springs,1650,,0,9,0,13,,10,30,4,2,66,68
2002,MISSOURI,Tarkio,1962,,0,0,0,5,,4,11,3,0,23,23
2002,MISSOURI,Thayer,2232,,0,0,1,2,,8,24,6,0,41,41
2002,MISSOURI,Tipton,3307,,0,0,0,0,,9,24,3,1,36,37
2002,MISSOURI,Tracy,216,,0,0,0,0,,1,5,2,0,8,8
2002,MISSOURI,Trenton,6302,,0,1,0,4,,48,160,8,0,221,221
2002,MISSOURI,Trimble,457,,0,0,0,0,,2,0,0,0,2,2
2002,MISSOURI,Troy,6830,,0,1,1,17,,54,237,16,1,326,327
2002,MISSOURI,Truesdale,403,,0,0,0,0,,5,10,4,0,19,19
2002,MISSOURI,Union,7864,,0,2,1,17,,28,410,22,0,480,480
2002,MISSOURI,Unionville,2069,,0,0,0,7,,7,13,2,0,29,29
2002,MISSOURI,Van Buren,856,,0,0,0,6,,6,14,0,1,26,27
2002,MISSOURI,Vandalia,2564,,0,3,0,5,,0,0,0,0,8,8
2002,MISSOURI,Versailles,2600,,0,1,0,46,,23,124,7,0,201,201
2002,MISSOURI,Viburnum,836,,0,0,0,4,,0,5,1,0,10,10
2002,MISSOURI,Vienna,637,,0,0,0,4,,1,1,0,0,6,6
2002,MISSOURI,Vinita Park,1950,,0,0,1,32,,22,43,8,0,106,106
2002,MISSOURI,Walnut Grove,639,,0,0,0,2,,3,16,0,0,21,21
2002,MISSOURI,Wardell,282,,0,0,0,0,,0,0,0,0,0,0
2002,MISSOURI,Warrenton,5354,,0,0,3,16,,30,256,9,0,314,314
2002,MISSOURI,Warsaw,2099,,0,0,0,6,,18,55,1,0,80,80
2002,MISSOURI,Warson Woods,2011,,0,0,2,0,,0,21,0,0,23,23
2002,MISSOURI,Washburn,454,,0,0,0,2,,1,2,2,0,7,7
2002,MISSOURI,Waynesville,3555,,0,0,1,2,,16,36,5,0,60,60
2002,MISSOURI,Weatherby Lake,1899,,0,1,0,3,,2,20,0,0,26,26
2002,MISSOURI,Webb City,9948,,0,0,4,24,,52,237,23,4,340,344
2002,MISSOURI,Wellington,795,,0,0,0,0,,2,3,2,0,7,7
2002,MISSOURI,Wellsville,1443,,0,1,1,11,,9,4,1,0,27,27
2002,MISSOURI,Wentzville,6991,,1,3,3,41,,61,364,32,5,505,510
2002,MISSOURI,Weston,1653,,0,1,0,0,,1,17,2,0,21,21
2002,MISSOURI,Westwood,288,,0,0,0,1,,1,2,0,0,4,4
2002,MISSOURI,Wheaton,731,,0,0,0,0,,0,3,1,0,4,4
2002,MISSOURI,Willard,3237,,1,0,0,21,,17,18,2,0,59,59
2002,MISSOURI,Willow Springs,2177,,0,0,0,7,,2,20,2,0,31,31
2002,MISSOURI,Winfield,733,,0,0,0,1,,10,21,0,1,32,33
2002,MISSOURI,Winona,1308,,0,0,0,20,,14,4,2,0,40,40
2002,MISSOURI,Woodson Terrace,4247,,0,0,6,4,,32,89,52,0,183,183
2002,MISSOURI,Wright City,1554,,0,0,0,5,,4,68,1,0,78,78
2002,,,,,,,,,,,,,,,
2002,,, ,,,,,,,,,,,,
2002,,, ,,,,,,,,,,,,
2002,MONTANA,Baker,1709,,0,0,0,1,,0,6,0,,7,
2002,MONTANA,Belgrade,5774,,0,5,2,15,,27,185,17,,251,
2002,MONTANA,Boulder,1311,,0,1,0,4,,0,8,0,,13,
2002,MONTANA,Bridger,751,,0,0,0,1,,0,3,1,,5,
2002,MONTANA,Chinook,1397,,0,0,7,6,,10,43,3,,69,
2002,MONTANA,Columbia Falls,3674,,0,0,1,6,,6,115,1,,129,
2002,MONTANA,Conrad,2775,,0,0,0,10,,1,32,2,,45,
2002,MONTANA,Cut Bank,3130,,0,1,1,51,,11,110,10,,184,
2002,MONTANA,Dillon,3782,,0,0,0,7,,2,43,2,,54,
2002,MONTANA,Fort Benton,1607,,0,3,0,5,,9,60,4,,81,
2002,MONTANA,Glasgow,3279,,0,0,0,6,,6,65,1,,78,
2002,MONTANA,Glendive,4767,,0,0,0,14,,15,125,13,,167,
2002,MONTANA,Havre,9698,,0,13,1,35,,42,462,33,,586,
2002,MONTANA,Hot Springs,535,,0,0,0,10,,1,14,2,,27,
2002,MONTANA,Joliet,580,,0,0,0,1,,0,0,0,,1,
2002,MONTANA,Laurel,6305,,0,0,1,4,,13,359,4,,381,
2002,MONTANA,Lewistown,5860,,1,5,0,20,,16,89,2,,133,
2002,MONTANA,Libby,2647,,0,0,0,8,,19,203,7,,237,
2002,MONTANA,Livingston,6906,,0,2,1,42,,17,187,21,,270,
2002,MONTANA,Manhattan,1407,,0,0,0,3,,4,40,1,,48,
2002,MONTANA,Plains,1135,,0,0,0,3,,10,33,3,,49,
2002,MONTANA,Polson,4073,,0,0,1,16,,21,204,8,,250,
2002,MONTANA,Red Lodge,2195,,0,0,0,2,,5,54,3,,64,
2002,MONTANA,Ronan City,1826,,0,1,0,30,,26,144,21,,222,
2002,MONTANA,Stevensville,1565,,0,1,0,13,,0,13,2,,29,
2002,MONTANA,St. Ignatius,795,,0,1,0,1,,1,27,4,,34,
2002,MONTANA,Thompson Falls,1332,,0,0,0,10,,2,42,0,,54,
2002,MONTANA,West Yellowstone,1186,,0,0,0,2,,2,54,3,,61,
2002,,,,,,,,,,,,,,,
2002,,,,, ,,,,,,,,,,
2002,, ,,,,,,,,,,,,,
2002,NEBRASKA,Alliance,9053,,0,0,0,18,,42,202,10,6,272,278
2002,NEBRASKA,Ashland,2286,,0,0,0,0,,2,19,0,1,21,22
2002,NEBRASKA,Auburn,3385,,0,0,0,1,,15,77,2,0,95,95
2002,NEBRASKA,Aurora,4270,,0,0,1,2,,9,59,0,2,71,73
2002,NEBRASKA,Bayard,1260,,0,0,0,0,,2,13,0,0,15,15
2002,NEBRASKA,Blair,7591,,0,0,0,3,,42,135,25,3,205,208
2002,NEBRASKA,Bridgeport,1611,,0,1,0,0,,21,20,0,0,42,42
2002,NEBRASKA,Broken Bow,3528,,0,0,1,5,,9,68,2,1,85,86
2002,NEBRASKA,Central City,3029,,0,0,1,2,,6,53,2,1,64,65
2002,NEBRASKA,Chadron,5693,,0,0,0,4,,5,27,5,0,41,41
2002,NEBRASKA,Cozad,4206,,0,0,0,5,,50,111,8,2,174,176
2002,NEBRASKA,Crete,6091,,0,1,0,5,,30,156,10,1,202,203
2002,NEBRASKA,Elkhorn,6125,,0,0,0,0,,10,123,4,0,137,137
2002,NEBRASKA,Falls City,4720,,0,0,1,2,,7,66,3,0,79,79
2002,NEBRASKA,Geneva,2249,,0,0,0,4,,3,7,1,1,15,16
2002,NEBRASKA,Gering,7832,,0,1,0,3,,14,113,3,0,134,134
2002,NEBRASKA,Gordon,1774,,0,0,1,11,,11,60,3,1,86,87
2002,NEBRASKA,Gothenburg,3657,,0,1,1,1,,8,72,3,0,86,86
2002,NEBRASKA,Holdrege,5695,,0,0,0,2,,36,142,12,0,192,192
2002,NEBRASKA,Imperial,2003,,0,1,1,0,,1,13,1,0,17,17
2002,NEBRASKA,Lyons,973,,0,0,0,1,,3,12,0,0,16,16
2002,NEBRASKA,McCook,8078,,0,4,0,9,,40,219,5,1,277,278
2002,NEBRASKA,Milford,2092,,0,1,0,2,,5,29,1,0,38,38
2002,NEBRASKA,Minden,2995,,0,0,0,2,,6,62,3,0,73,73
2002,NEBRASKA,Mitchell,1850,,0,0,0,0,,9,27,0,0,36,36
2002,NEBRASKA,Nebraska City,7304,,0,0,1,4,,25,216,14,2,260,262
2002,NEBRASKA,Ogallala,4981,,0,2,1,2,,16,111,4,0,136,136
2002,NEBRASKA,O'Neill,3772,,0,0,0,1,,14,45,2,0,62,62
2002,NEBRASKA,Ord,2293,,0,0,0,1,,7,20,1,0,29,29
2002,NEBRASKA,Ralston,6380,,0,0,4,3,,37,137,30,2,211,213
2002,NEBRASKA,Schuyler,5428,,0,2,0,0,,16,59,1,1,78,79
2002,NEBRASKA,Seward,6385,,0,1,1,1,,14,101,5,0,123,123
2002,NEBRASKA,Sidney,6348,,0,4,1,5,,37,174,4,0,225,225
2002,NEBRASKA,Superior,2077,,0,0,1,0,,1,2,0,0,4,4
2002,NEBRASKA,Syracuse,1780,,0,0,0,0,,4,17,1,1,22,23
2002,NEBRASKA,Wahoo,3983,,0,0,0,7,,10,75,6,0,98,98
2002,NEBRASKA,Wayne,5642,,0,4,1,2,,25,75,3,1,110,111
2002,NEBRASKA,West Point,3699,,0,0,0,3,,13,36,2,2,54,56
2002,NEBRASKA,Wilber,1779,,0,0,1,0,,0,11,2,0,14,14
2002,NEBRASKA,Wymore,1673,,0,0,0,1,,8,36,1,0,46,46
2002,NEBRASKA,York,8165,,0,0,0,0,,20,165,9,0,194,194
2002,,,,,,,,,,,,,,,
2002,,,,, , ,,,,,,,,,
2002,, ,,,,,,,,,,,,,
2002,NEVADA,Carlin,2351,,0,0,1,9,,15,49,5,0,79,79
2002,NEVADA,Fallon,8197,,0,2,5,16,,56,429,25,0,533,533
2002,NEVADA,Lovelock,2179,,0,2,0,7,,22,35,4,0,70,70
2002,NEVADA,West Wendover,5135,,1,2,2,11,,30,133,15,2,194,196
2002,NEVADA,Winnemucca,7803,,0,2,1,8,,67,147,26,2,251,253
2002,NEVADA,Yerington,3136,,0,0,0,9,,42,36,3,0,90,90
2002,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,
2002,,,,, , ,,,,,,,,,
2002,NEW HAMPSHIRE,Alton,4645,,0,6,0,2,,12,75,7,1,102,103
2002,NEW HAMPSHIRE,Antrim,2527,,0,1,0,2,,14,10,2,0,29,29
2002,NEW HAMPSHIRE,Ashland,2017,,0,0,0,0,,20,47,4,1,71,72
2002,NEW HAMPSHIRE,Auburn,4830,,0,0,0,5,,16,25,6,1,52,53
2002,NEW HAMPSHIRE,Barrington,7713,,0,0,0,2,,27,31,4,2,64,66
2002,NEW HAMPSHIRE,Bartlett,2791,,0,0,0,0,,23,27,2,0,52,52
2002,NEW HAMPSHIRE,Belmont,6929,,0,2,0,8,,43,104,13,2,170,172
2002,NEW HAMPSHIRE,Bennington,1446,,0,0,0,0,,1,7,1,1,9,10
2002,NEW HAMPSHIRE,Bethlehem,2269,,0,0,0,1,,20,20,0,0,41,41
2002,NEW HAMPSHIRE,Boscawen,3789,,0,1,1,3,,7,2,2,1,16,17
2002,NEW HAMPSHIRE,Brentwood,3299,,0,1,0,2,,6,14,10,1,33,34
2002,NEW HAMPSHIRE,Campton,2806,,0,0,0,0,,19,11,2,1,32,33
2002,NEW HAMPSHIRE,Candia,4036,,0,0,0,3,,13,51,7,0,74,74
2002,NEW HAMPSHIRE,Carroll,684,,0,1,0,0,,9,94,2,2,106,108
2002,NEW HAMPSHIRE,Charlestown,4900,,0,14,0,0,,10,20,3,1,47,48
2002,NEW HAMPSHIRE,Chesterfield,3655,,0,0,1,1,,7,17,1,0,27,27
2002,NEW HAMPSHIRE,Colebrook,2394,,0,0,0,2,,4,4,7,0,17,17
2002,NEW HAMPSHIRE,Conway,8877,,0,5,3,23,,56,301,16,2,404,406
2002,NEW HAMPSHIRE,Dalton,957,,0,0,0,0,,9,8,1,1,18,19
2002,NEW HAMPSHIRE,Danville,4151,,0,0,0,3,,7,18,1,0,29,29
2002,NEW HAMPSHIRE,Deerfield,3795,,0,3,0,1,,10,23,4,1,41,42
2002,NEW HAMPSHIRE,Deering,1935,,0,0,0,2,,1,5,1,0,9,9
2002,NEW HAMPSHIRE,Dublin,1523,,0,0,0,0,,9,13,2,3,24,27
2002,NEW HAMPSHIRE,Enfield,4765,,0,0,0,2,,32,38,3,2,75,77
2002,NEW HAMPSHIRE,Epping,5650,,0,3,0,7,,16,94,6,0,126,126
2002,NEW HAMPSHIRE,Epsom,4149,,0,0,0,1,,12,66,9,0,88,88
2002,NEW HAMPSHIRE,Farmington,5957,,0,3,1,15,,44,75,9,2,147,149
2002,NEW HAMPSHIRE,Fitzwilliam,2209,,0,0,1,1,,5,7,0,0,14,14
2002,NEW HAMPSHIRE,Franconia,954,,0,0,0,3,,7,25,1,0,36,36
2002,NEW HAMPSHIRE,Freedom,1345,,0,0,1,2,,6,10,0,1,19,20
2002,NEW HAMPSHIRE,Fremont,3622,,0,0,0,2,,8,10,1,2,21,23
2002,NEW HAMPSHIRE,Gilford,7019,,0,0,3,3,,30,221,11,0,268,268
2002,NEW HAMPSHIRE,Gilmanton,3157,,0,0,0,1,,7,22,0,0,30,30
2002,NEW HAMPSHIRE,Gorham,2987,,0,0,0,3,,7,32,7,0,49,49
2002,NEW HAMPSHIRE,Grantham,2236,,0,1,0,1,,1,1,2,0,6,6
2002,NEW HAMPSHIRE,Greenland,3310,,0,0,1,2,,7,23,1,1,34,35
2002,NEW HAMPSHIRE,Hampstead,8560,,0,0,1,2,,8,30,5,1,46,47
2002,NEW HAMPSHIRE,Hancock,1794,,0,0,0,0,,1,1,5,0,7,7
2002,NEW HAMPSHIRE,Henniker,4574,,0,1,1,2,,29,95,4,1,132,133
2002,NEW HAMPSHIRE,Hillsborough,5085,,0,4,1,7,,19,67,4,1,102,103
2002,NEW HAMPSHIRE,Hinsdale,4212,,0,6,0,4,,20,119,4,0,153,153
2002,NEW HAMPSHIRE,Hopkinton,5571,,0,0,0,1,,6,28,1,0,36,36
2002,NEW HAMPSHIRE,Jaffrey,5650,,0,1,2,2,,16,52,3,2,76,78
2002,NEW HAMPSHIRE,Kensington,1953,,0,0,0,4,,10,5,0,0,19,19
2002,NEW HAMPSHIRE,Kingston,6048,,0,0,0,9,,27,35,12,1,83,84
2002,NEW HAMPSHIRE,Langdon,604,,0,0,0,1,,0,9,0,0,10,10
2002,NEW HAMPSHIRE,Lincoln,1311,,0,1,0,0,,11,170,4,2,186,188
2002,NEW HAMPSHIRE,Lisbon,1637,,0,1,1,3,,6,6,0,0,17,17
2002,NEW HAMPSHIRE,Litchfield,7593,,0,2,0,9,,13,61,6,5,91,96
2002,NEW HAMPSHIRE,Littleton,6030,,0,1,2,7,,39,87,4,2,140,142
2002,NEW HAMPSHIRE,Loudon,4623,,0,0,2,1,,12,40,3,0,58,58
2002,NEW HAMPSHIRE,Meredith,6131,,0,6,0,1,,29,163,11,2,210,212
2002,NEW HAMPSHIRE,Milton,4035,,0,1,0,2,,14,38,6,2,61,63
2002,NEW HAMPSHIRE,Mont Vernon,2099,,0,0,0,0,,6,5,0,0,11,11
2002,NEW HAMPSHIRE,Moultonboro,4627,,0,4,0,0,,18,66,3,0,91,91
2002,NEW HAMPSHIRE,New Boston,4270,,0,2,0,0,,6,12,2,1,22,23
2002,NEW HAMPSHIRE,New Durham,2290,,0,1,0,1,,8,11,1,0,22,22
2002,NEW HAMPSHIRE,Newfields,1601,,0,0,0,1,,2,9,0,0,12,12
2002,NEW HAMPSHIRE,New Hampton,2012,,0,0,0,0,,12,38,1,0,51,51
2002,NEW HAMPSHIRE,Newington,800,,0,0,1,0,,3,200,6,0,210,210
2002,NEW HAMPSHIRE,Newmarket,8282,,0,0,0,3,,15,40,3,0,61,61
2002,NEW HAMPSHIRE,Newport,6469,,1,4,1,6,,60,233,22,4,327,331
2002,NEW HAMPSHIRE,Newton,4425,,0,0,0,6,,10,22,5,2,43,45
2002,NEW HAMPSHIRE,Northfield,4693,,0,0,0,1,,16,53,8,0,78,78
2002,NEW HAMPSHIRE,Northwood,3755,,0,0,0,0,,6,33,3,4,42,46
2002,NEW HAMPSHIRE,Nottingham,3819,,0,0,0,1,,12,44,2,1,59,60
2002,NEW HAMPSHIRE,Ossipee,4344,,0,1,0,3,,35,78,13,1,130,131
2002,NEW HAMPSHIRE,Peterborough,6070,,0,1,1,4,,13,135,6,0,160,160
2002,NEW HAMPSHIRE,Pittsfield,4056,,0,2,0,3,,20,46,3,1,74,75
2002,NEW HAMPSHIRE,Plymouth,6079,,0,4,2,7,,34,173,8,6,228,234
2002,NEW HAMPSHIRE,Raymond,9982,,0,4,4,27,,43,132,11,2,221,223
2002,NEW HAMPSHIRE,Rindge,5624,,0,2,1,3,,27,28,3,1,64,65
2002,NEW HAMPSHIRE,Rollinsford,2733,,0,1,0,3,,7,7,1,0,19,19
2002,NEW HAMPSHIRE,Sandown,5306,,0,0,1,5,,10,24,3,0,43,43
2002,NEW HAMPSHIRE,Sandwich,1327,,0,0,0,0,,5,20,1,0,26,26
2002,NEW HAMPSHIRE,Strafford,3741,,0,1,0,1,,9,8,1,0,20,20
